,Artista,rock,pop,alternative,electronic,indie,female vocalists,80s,dance,alternative rock,classic rock
1723,Ambeon,0,0,0,0,0,1,0,0,0,0
1724,Adema,1,0,1,0,0,0,0,0,1,0
1725,Eyes Set to Kill,0,0,0,0,0,1,0,0,0,0
1726,Devin Townsend Project,0,0,1,0,0,0,0,0,0,0
1727,Murderdolls,1,0,1,0,0,0,0,0,0,0
1728,Animals as Leaders,0,0,0,1,0,0,0,0,0,0
1729,Dokken,1,0,0,0,0,0,1,0,0,1
1730,Kris Allen,1,1,1,0,1,0,0,0,1,0
1731,Dead by Sunrise,1,0,1,0,0,0,0,0,1,0
1732,Jessica Andrews,0,0,0,0,0,1,0,0,0,0
1733,Christina Perri,1,1,1,0,0,1,0,0,0,0
1734,Detonautas Roque Clube,1,0,1,0,0,0,0,0,1,0
1735,Claudia Leitte,0,1,0,0,0,1,0,1,0,0
1736,Rosa De Saron,1,0,1,0,0,0,0,0,0,0
1737,HEVO84,1,1,1,0,0,0,0,0,0,0
1738,Maria Gadú,0,0,0,0,0,1,0,0,0,0
1739,Shontelle,0,1,0,0,0,1,0,1,0,0
1740,The Carter Family,0,0,0,0,0,1,0,0,0,0
1741,The Stooges,1,0,0,0,0,0,0,0,0,0
1742,Count Basie,0,0,0,0,0,0,0,1,0,0
1743,The Whitest Boy Alive,1,0,0,1,1,0,0,0,0,0
1744,Evergreen Terrace,1,0,0,0,0,0,0,0,0,0
1745,Bombay Bicycle Club,1,0,1,0,1,0,0,0,0,0
1746,The Scene Aesthetic,0,0,1,0,1,1,0,0,0,0
1747,K.I.Z.,0,0,0,1,0,0,0,0,0,0
1748,La Dispute,0,0,0,0,1,0,0,0,0,0
1749,Zемфира,1,0,1,0,0,1,0,0,0,0
1750,Би-2,1,0,0,0,0,0,0,0,0,0
1751,Смысловые Галлюцинации,1,0,0,0,0,0,0,0,0,0
1752,Biohazard,0,0,1,0,0,0,0,0,0,0
1753,Submersed,1,0,1,0,0,0,0,0,0,0
1754,Кино,1,0,1,0,0,0,0,0,0,0
1755,Ночные Снайперы,1,0,0,0,0,0,0,0,0,0
1756,Regina Spektor,1,0,1,0,1,1,0,0,0,0
1757,Sin Bandera,0,1,0,0,0,0,0,0,0,0
1758,Emmanuel,0,1,0,1,0,0,0,0,0,0
1759,Luis Miguel,0,1,0,0,0,0,0,0,0,0
1760,Ringo Starr,1,1,0,0,0,0,0,0,0,1
1761,Bonnie Tyler,1,1,0,0,0,1,1,1,0,1
1762,St. Vincent,0,0,0,0,1,1,0,0,0,0
1763,El Cuarteto de Nos,1,0,0,0,0,0,0,0,0,0
1764,Carpenters,1,1,0,0,0,1,1,0,0,1
1765,Paul McCartney & Wings,1,1,0,0,0,0,0,0,0,1
1766,Jay Vaquer,1,1,1,0,0,0,0,0,0,0
1767,Amy Pearson,0,1,0,0,0,0,0,0,0,0
1768,Matt Wertz,0,0,1,0,1,0,0,0,0,0
1769,Luigi Masi,0,1,0,0,0,0,0,1,0,0
1770,Relient K,1,0,1,0,0,0,0,0,1,0
1771,The Click Five,1,1,0,0,0,0,0,0,0,0
1772,Colby O'Donis,0,1,0,0,0,0,0,1,0,0
1773,Sara Bareilles,0,1,0,0,1,1,0,0,0,0
1774,Framing Hanley,1,0,1,0,0,0,0,0,1,0
1775,Crazy Lixx,1,0,0,0,0,0,0,0,0,0
1776,Sick Puppies,1,0,1,0,1,0,0,0,1,0
1777,Faktion,1,0,1,0,0,0,0,0,1,0
1778,Eighteen Visions,1,0,0,0,0,0,0,0,0,0
1779,The Confession,1,0,0,0,0,0,0,0,0,0
1780,Babylon Bombs,1,0,0,0,0,0,0,0,0,0
1781,Decyfer Down,1,0,0,0,0,0,0,0,1,0
1782,Crucified Barbara,0,0,0,0,0,1,0,0,0,0
1783,The Exies,1,0,1,0,1,0,0,0,1,0
1784,Gemini Five,1,0,0,0,0,0,0,0,0,0
1785,Matchbox Twenty,1,1,1,0,1,0,0,0,1,0
1786,Natalie Walker,0,0,0,1,0,1,0,0,0,0
1787,Meiko,0,0,0,0,1,1,0,0,0,0
1788,Seal,1,1,0,0,0,0,0,1,0,0
1789,Guster,1,0,1,0,1,0,0,0,1,0
1790,Remy Zero,1,0,1,0,1,0,0,0,1,0
1791,Greg Laswell,1,0,1,0,1,0,0,0,0,0
1792,Sneaker Pimps,0,1,1,1,1,1,0,1,0,0
1793,Fiona Apple,1,1,1,0,1,1,0,1,0,0
1794,Sean Lennon,1,1,1,0,1,0,0,0,0,0
1795,Lindsey Buckingham,1,1,0,0,0,0,0,0,0,1
1796,Pete Yorn,1,0,1,0,1,0,0,0,0,0
1797,Suzanne Vega,0,1,1,0,0,1,1,0,0,0
1798,Skye,0,0,0,1,0,1,0,0,0,0
1799,Emily Wells,0,0,0,0,0,1,0,0,0,0
1800,Myah Marie,0,0,0,0,0,0,0,1,0,0
1801,We Are the Fallen,1,0,1,0,0,1,0,0,1,0
1802,Dionne Bromfield,0,0,0,0,0,1,0,0,0,0
1803,Lenka,0,1,0,0,0,1,0,0,0,0
1804,Courtney Love,1,0,1,0,0,1,0,0,1,0
1805,DJ Krush,0,0,0,1,0,0,0,0,0,0
1806,DJ Drez,0,0,0,1,0,0,0,0,0,0
1807,Astrud Gilberto,0,0,0,0,0,1,0,0,0,0
1808,Sébastien Tellier,0,0,0,1,0,0,0,1,0,0
1809,Flunk,0,0,1,1,1,1,0,0,0,0
1810,DJ Vadim,0,0,0,1,0,0,0,0,0,0
1811,James Morrison,1,1,1,0,1,0,0,0,0,0
1812,Ivete Sangalo,0,1,0,0,0,1,0,0,0,0
1813,Kelly Key,0,1,0,0,1,1,0,0,0,0
1814,Anniela,0,0,0,0,0,1,0,0,0,0
1815,Kimberly Wyatt,0,1,0,0,0,0,1,1,0,0
1816,Ashbury Heights,0,0,0,1,0,0,0,0,0,0
1817,L'Âme Immortelle,0,1,0,1,0,1,0,0,0,0
1818,Vive la Fête,0,1,0,1,1,1,0,0,0,0
1819,Kudai,1,1,1,0,0,0,0,0,0,0
1820,Terminal Choice,0,1,0,1,0,0,0,0,0,0
1821,Suicidal Romance,0,0,0,0,0,0,0,1,0,0
1822,Diorama,0,0,0,1,0,0,0,0,0,0
1823,Belanova,0,1,1,1,0,0,0,0,0,0
1824,Paradiso Girls,0,1,0,0,0,0,0,0,0,0
1825,Inkubus Sukkubus,1,0,0,0,0,1,0,0,0,0
1826,Alice in Videoland,0,0,0,1,0,1,0,0,0,0
1827,Theatre of Tragedy,1,0,0,1,0,1,0,0,0,0
1828,Dangerous Muse,0,0,0,1,1,0,0,1,0,0
1829,Patrick Nuo,0,1,0,0,0,0,0,0,0,0
1830,Cansei de Ser Sexy,1,1,1,1,1,1,0,1,1,0
1831,Kate Bush,1,1,1,0,0,1,1,0,0,0
1832,Charlotte Gainsbourg,0,1,0,0,0,1,0,0,0,0
1833,Biquini Cavadão,1,0,0,0,0,0,1,0,0,0
1834,Mallu Magalhães,0,0,1,0,1,1,0,0,0,0
1835,The Bird and The Bee,0,1,1,1,0,1,0,0,0,0
1836,Jon Brion,0,0,1,0,1,0,0,0,0,0
1837,Michael Andrews,0,0,0,0,1,0,0,0,1,0
1838,Slagsmålsklubben,0,0,1,1,0,0,0,0,0,0
1839,The Moody Blues,1,1,0,0,0,0,1,0,0,1
1840,The Polyphonic Spree,1,0,1,1,0,0,0,0,0,0
1841,Eths,1,0,0,0,0,1,0,0,0,0
1842,Hey,1,0,1,0,1,1,0,0,1,0
1843,Coma,1,0,1,0,0,0,0,0,1,0
1844,Otep,1,0,1,0,0,0,0,0,1,0
1845,Drowning Pool,1,0,1,0,0,0,0,0,0,0
1846,Wednesday 13,1,0,1,0,0,0,0,0,0,0
1847,Zornik,1,0,1,0,0,0,0,0,0,0
1848,Deathstars,0,0,0,1,0,0,0,0,0,0
1849,Family Force 5,1,0,1,0,0,0,0,1,1,0
1850,Radical Face,0,0,0,0,1,0,0,0,0,0
1851,Athlete,1,1,1,0,1,0,0,0,1,0
1852,The Shins,1,1,1,0,1,0,0,0,1,0
1853,Blonde Redhead,1,0,1,1,1,1,0,0,1,0
1854,Marillion,1,1,1,0,0,0,1,0,0,1
1855,The Ark,1,1,1,0,1,0,0,0,1,0
1856,Matia Bazar,0,1,0,0,0,1,1,1,0,0
1857,Steven Wilson,0,0,1,1,0,0,0,0,0,0
1858,The Feeling,1,1,1,0,1,0,0,0,0,0
1859,Fastball,0,1,1,0,0,0,0,0,1,0
1860,Burnt Fur,0,0,1,1,0,1,0,0,0,0
1861,ADULT.,0,0,0,1,1,1,0,0,0,0
1862,The Jesus and Mary Chain,1,0,1,0,1,0,1,0,1,0
1863,Cocteau Twins,1,0,1,1,1,1,1,0,1,0
1864,The B-52's,1,1,1,0,1,1,1,1,1,1
1865,The Sundays,0,0,1,0,1,1,0,0,0,0
1866,His Name Is Alive,0,0,0,0,0,1,0,0,0,0
1867,Throwing Muses,1,0,1,0,1,1,0,0,0,0
1868,Annie,0,1,0,1,0,1,0,1,0,0
1869,Front 242,0,0,0,1,0,0,1,0,0,0
1870,Cranes,1,0,1,1,1,1,1,0,0,0
1871,The Creatures,0,0,0,1,0,1,1,0,0,0
1872,The Glove,1,0,1,1,0,0,1,0,0,0
1873,Black Kids,1,0,1,1,1,0,0,1,0,0
1874,The Primitives,0,0,0,0,0,1,1,0,0,0
1875,The Sugarcubes,1,0,1,0,1,1,1,0,1,1
1876,The Fall,0,0,0,0,1,0,0,0,0,0
1877,Robots in Disguise,1,1,1,1,1,1,0,1,0,0
1878,Julio Iglesias,0,1,0,0,0,0,0,0,0,0
1879,Phil Collins,1,1,1,0,0,0,1,0,0,1
1880,Barry White,0,1,0,0,0,0,1,0,0,0
1881,Barbra Streisand,0,0,0,0,0,0,1,0,0,0
1882,Nana Mouskouri,0,0,0,0,0,1,0,0,0,0
1883,Neil Diamond,1,1,0,0,0,0,1,0,0,1
1884,Eros Ramazzotti,0,1,0,0,0,0,0,0,0,0
1885,Supertramp,1,1,0,0,0,0,1,0,0,1
1886,Lena Horne,0,0,0,0,0,1,0,0,0,0
1887,Édith Piaf,0,0,0,0,0,1,0,0,0,0
1888,Michael Bolton,1,1,0,0,0,0,0,0,0,0
1889,The Jackson 5,0,1,0,0,0,0,0,0,0,0
1890,Mýa,0,1,0,0,0,0,0,0,0,0
1891,Sean Paul,0,1,0,0,0,0,0,1,0,0
1892,Drake,0,1,0,0,0,0,0,0,0,0
1893,Diana Vickers,0,1,0,1,1,0,0,0,0,0
1894,Lee Ryan,1,1,0,0,0,0,0,0,0,0
1895,Pete Yorn & Scarlett Johansson,0,1,0,0,0,1,0,0,0,0
1896,安室奈美恵,0,1,0,1,0,1,1,1,0,0
1897,Brie Larson,0,1,0,0,0,0,0,0,0,0
1898,HorrorPops,0,0,0,0,0,1,0,0,0,0
1899,Jordan Knight,0,1,0,0,0,0,0,0,0,0
1900,Sandy e Junior,0,1,0,0,0,0,0,0,0,0
1901,The Distillers,1,0,1,0,1,1,0,0,0,0
1902,Cap'n Jazz,0,0,0,0,1,0,0,0,0,0
1903,Best Fwends,0,1,0,1,0,0,0,0,0,0
1904,Motion City Soundtrack,1,0,1,0,1,0,0,0,0,0
1905,Andrew Jackson Jihad,0,0,1,0,0,0,0,0,0,0
1906,The Dead Milkmen,0,0,0,0,1,0,0,0,0,0
1907,Black Flag,0,0,0,0,0,0,1,0,0,0
1908,Rapeman,0,0,1,0,0,0,1,0,0,0
1909,Bearbot,0,0,0,1,0,0,0,0,0,0
1910,Fugazi,0,0,1,0,1,0,1,0,0,0
1911,A1 Bassline,0,0,0,1,0,0,0,1,0,0
1912,Cinema Bizarre,1,1,1,1,0,1,1,0,1,0
1913,Betty Curse,1,1,0,0,0,1,0,0,0,0
1914,New Years Day,1,0,1,0,0,1,0,0,0,0
1915,Hockey,0,0,1,0,0,0,0,0,0,0
1916,Peter Doherty,1,1,1,0,1,0,0,0,1,0
1917,Plain White T's,1,1,1,0,1,0,0,1,1,0
1918,Diana,0,1,0,0,0,0,0,0,0,0
1919,Ryan Cabrera,1,1,1,0,0,0,0,0,1,0
1920,Jota Quest,1,1,0,0,0,0,0,0,0,0
1921,Alarido,1,0,0,0,0,0,0,0,0,0
1922,Os Paralamas do Sucesso,1,1,0,0,0,0,0,0,0,0
1923,D'black,0,1,0,0,0,0,0,0,0,0
1924,Zeca Baleiro,0,0,1,0,1,0,0,0,0,0
1925,Sandy Leah,1,1,0,0,0,1,0,0,0,0
1926,Isabella Taviani,0,0,0,0,0,1,0,0,0,0
1927,Heidi Montag,0,1,0,0,0,1,0,1,0,0
1928,+44,1,0,1,0,0,0,0,0,0,0
1929,Plastiscines,1,0,1,0,1,1,0,0,0,0
1930,Jet,1,1,1,0,1,0,0,0,1,1
1931,Sky Ferreira,0,1,1,1,0,1,0,1,0,0
1932,Antimatter,0,0,1,0,0,0,0,0,0,0
1933,Klimt 1918,0,0,0,0,0,0,0,0,1,0
1934,M83,1,0,1,1,1,0,0,0,0,0
1935,Underworld,0,0,0,1,0,0,0,1,0,0
1936,Immanu El,0,0,0,0,1,0,0,0,0,0
1937,Ulver,1,0,0,1,0,0,0,0,0,0
1938,No-Man,0,0,0,1,0,0,0,0,0,0
1939,Elane,0,0,0,0,0,1,0,0,0,0
1940,KC and the Sunshine Band,0,1,0,0,0,0,1,1,0,0
1941,Goo Goo Dolls,1,1,1,0,1,0,0,0,1,0
1942,A Static Lullaby,1,0,0,0,0,0,0,0,0,0
1943,Krypteria,0,0,0,0,0,1,0,0,0,0
1944,The Cramps,0,0,0,0,0,0,1,0,0,0
1945,Alien Sex Fiend,0,0,0,1,0,0,1,0,1,0
1946,Christian Death,0,0,0,0,0,0,1,0,0,0
1947,Sex Gang Children,0,0,0,0,0,0,1,0,0,0
1948,The Damned,1,0,0,0,0,0,0,0,0,0
1949,Fields of the Nephilim,1,0,0,0,0,0,0,0,0,0
1950,Ween,0,0,1,0,0,0,0,0,1,0
1951,Peter Murphy,0,1,1,1,1,0,1,0,1,0
1952,Crass,0,0,0,0,0,0,1,0,0,0
1953,Butthole Surfers,0,0,1,0,0,0,0,0,0,0
1954,Dead Kennedys,0,0,0,0,0,0,1,0,0,0
1955,Danzig,1,0,0,0,0,0,1,0,0,0
1956,Big Black,0,0,1,0,1,0,1,0,0,0
1957,Specimen,0,0,0,0,0,0,1,0,0,0
1958,The Gun Club,0,0,1,0,1,0,1,0,1,0
1959,Love and Rockets,1,0,1,0,1,0,1,0,0,0
1960,The Byrds,1,0,0,0,1,0,0,0,0,1
1961,Five for Fighting,1,0,1,0,1,0,0,0,1,0
1962,Sheryl Crow,1,1,1,0,0,1,0,0,0,0
1963,Phantom Planet,1,1,1,0,1,0,0,0,1,0
1964,[unknown],1,1,1,0,0,0,0,0,0,0
1965,Counting Crows,1,0,1,0,1,0,0,0,1,1
1966,Carole King,0,0,0,0,0,1,0,0,0,0
1967,Sarah McLachlan,1,1,1,0,0,1,1,0,1,0
1968,Caesars,0,0,1,0,1,0,0,0,1,0
1969,The Magic Numbers,1,1,1,0,1,0,0,0,1,0
1970,Supergrass,1,1,1,0,1,0,0,0,1,0
1971,Rainbow,1,0,0,0,0,0,0,0,0,1
1972,Quiet Riot,1,0,0,0,0,0,1,0,0,0
1973,Litfiba,1,0,0,0,0,0,1,0,0,0
1974,David Lee Roth,0,0,0,0,0,0,1,1,0,1
1975,Danger Danger,1,0,0,0,0,0,1,0,0,0
1976,Wolfmother,1,0,1,0,1,0,0,1,1,1
1977,Saxon,1,0,0,0,0,0,1,0,0,1
1978,Ugly Kid Joe,1,0,0,0,0,0,0,0,1,0
1979,Luciano Ligabue,1,0,0,0,0,0,0,0,0,0
1980,L.A. Guns,0,0,0,0,0,0,1,0,0,0
1981,Yes,1,0,0,0,0,0,1,0,0,1
1982,America,1,1,0,0,0,0,0,0,0,1
1983,鈴木亜美,0,0,0,0,0,1,0,1,0,0
1984,Crystal Kay,0,0,0,0,0,1,0,0,0,0
1985,伊藤由奈,0,0,0,0,0,0,0,1,0,0
1986,melody.,0,1,0,0,0,0,0,0,0,0
1987,Corinne Bailey Rae,0,1,0,0,0,1,0,0,0,0
1988,Michelle Branch,1,1,1,0,0,1,0,0,1,0
1989,Utada,0,1,0,0,0,1,0,0,0,0
1990,Agnes,0,1,0,0,0,1,0,1,0,0
1991,Natasha Thomas,0,1,0,0,0,1,0,0,0,0
1992,Dana Glover,0,0,0,0,0,1,0,0,0,0
1993,Tommy february6,0,1,0,0,0,0,0,0,0,0
1994,Leigh Nash,1,1,1,1,0,1,0,1,0,0
1995,Jordan Pruitt,0,1,0,0,0,1,0,1,0,0
1996,Paula DeAnda,0,0,0,0,0,1,0,0,0,0
1997,Edyta Górniak,0,1,0,0,0,1,0,0,0,0
1998,Mylène Farmer,1,1,0,0,0,1,1,1,0,0
1999,Róisín Murphy,1,1,1,1,1,1,0,1,0,0
2000,Tarkan,1,1,0,1,0,0,0,1,0,0
2001,Fennesz,1,0,0,0,1,0,0,0,0,0
2002,Ash Ra Tempel,1,0,0,0,0,0,0,0,0,0
2003,Head of David,0,0,1,0,0,0,0,0,0,0
2004,Biosphere,0,0,0,1,0,0,0,0,0,0
2005,Zoviet France,0,0,0,1,0,0,0,0,0,0
2006,Clock DVA,0,0,0,1,0,0,0,0,0,0
2007,Akufen,0,0,0,1,0,0,0,1,0,0
2008,Lustmord,0,0,0,1,0,0,0,0,0,0
2009,Alva Noto,0,0,0,1,0,0,0,0,0,0
2010,Theatres des Vampires,0,0,0,0,0,1,0,0,0,0
2011,iwrestledabearonce,0,0,0,1,0,0,0,0,0,0
2012,Unter Null,0,0,0,0,0,1,0,0,0,0
2013,℃-ute,0,1,0,0,0,1,0,0,0,0
2014,Berryz工房,0,1,0,0,0,1,0,0,0,0
2015,Scarling.,1,0,1,0,1,1,0,0,1,0
2016,Aqua,0,1,0,1,0,1,0,1,0,0
2017,Jack Off Jill,1,0,1,0,0,1,0,0,1,0
2018,Mary Elizabeth McGlynn,1,0,1,0,0,1,0,0,0,0
2019,Breaking Point,1,0,0,0,0,0,0,0,0,0
2020,Lords of Acid,0,0,1,1,0,1,0,1,0,0
2021,Saliva,1,0,1,0,0,0,0,0,1,0
2022,Helalyn Flowers,0,0,0,1,0,1,0,0,0,0
2023,Schoolyard Heroes,0,0,0,0,1,0,0,0,0,0
2024,Danny,0,1,0,0,0,0,0,1,0,0
2025,Ola,0,1,0,1,0,0,0,1,0,0
2026,ATC,0,0,0,0,0,0,0,1,0,0
2027,Carly Smithson,0,0,0,0,0,1,0,0,0,0
2028,Blake Lewis,0,1,0,1,0,0,0,1,0,0
2029,New Kids on the Block,0,1,0,0,0,0,1,0,0,0
2030,O-Town,0,1,0,0,0,0,0,0,0,0
2031,Alabama,0,0,0,0,0,0,1,0,0,0
2032,Kenny Chesney,1,1,0,0,0,0,0,0,0,0
2033,Montgomery Gentry,0,0,0,0,0,0,0,1,0,0
2034,Ronnie Milsap,0,0,0,0,0,0,1,0,0,0
2035,Sara Evans,0,0,0,0,0,1,0,0,0,0
2036,Hank Williams Jr.,0,0,0,0,0,0,1,0,0,0
2037,Bell X1,1,0,1,0,1,0,0,0,0,0
2038,Toad the Wet Sprocket,1,0,1,0,1,0,0,0,1,0
2039,Hootie & the Blowfish,1,1,1,0,1,0,0,0,1,0
2040,Brand New,1,0,1,0,1,0,0,0,0,0
2041,Gov't Mule,1,0,0,0,0,0,0,0,0,1
2042,Coheed and Cambria,1,0,1,0,1,0,0,0,1,0
2043,Kazik,0,0,0,0,0,0,0,0,1,0
2044,Lao Che,0,0,1,0,0,0,0,0,1,0
2045,T.Love,1,0,0,0,0,0,0,0,0,0
2046,New Radicals,0,0,1,0,0,0,0,0,0,0
2047,The Hold Steady,0,0,0,0,1,0,0,0,1,0
2048,Will Smith,0,0,0,0,0,0,0,1,0,0
2049,Matisyahu,0,0,1,0,1,0,0,0,0,0
2050,Scarlett Johansson,0,1,0,1,0,1,0,0,0,0
2051,Girl Talk,0,0,0,1,0,0,0,1,0,0
2052,Alizée,0,1,0,1,0,1,0,1,0,0
2053,Huey Lewis & The News,1,0,0,0,0,0,1,0,0,1
2054,Richard Ashcroft,1,1,1,0,1,0,0,0,0,0
2055,Brian Wilson,1,1,1,0,1,0,0,0,0,1
2056,Angus & Julia Stone,0,0,1,1,1,1,0,0,0,0
2057,Kumka Olik,0,0,1,0,1,0,0,0,0,0
2058,Strachy Na Lachy,1,0,1,0,0,0,0,0,1,0
2059,Tyler Kyte,0,0,0,0,1,0,0,0,0,0
2060,Why?,0,0,0,0,1,0,0,0,0,0
2061,Caribou,0,0,0,1,1,0,0,0,0,0
2062,James Blake,0,0,0,1,0,0,0,0,0,0
2063,Les Savy Fav,1,1,0,0,0,0,0,1,0,0
2064,Owen Pallett,0,0,0,0,1,0,0,0,0,0
2065,Grizzly Bear,1,1,0,0,1,1,0,0,0,0
2066,Liars,1,0,0,0,1,0,0,0,0,0
2067,Gold Panda,0,0,0,1,0,0,0,0,0,0
2068,Pantha du Prince,0,0,0,1,0,0,0,0,0,0
2069,Micachu,0,0,0,0,0,1,0,0,0,0
2070,Atlas Sound,0,1,0,0,0,0,0,0,0,0
2071,Q and Not U,0,0,1,0,0,0,0,0,0,0
2072,Baths,0,0,0,1,0,0,0,0,0,0
2073,Tim Hecker,0,0,0,1,0,0,0,0,0,0
2074,Portugal. The Man,1,0,0,1,1,0,0,0,0,0
2075,Broken Bells,1,0,1,1,1,0,0,0,1,0
2076,Ratatat,0,0,1,1,1,0,0,1,0,0
2077,Yolanda Be Cool & DCUP,0,0,0,1,0,0,0,1,0,0
2078,Soulfly,1,0,1,0,0,0,0,0,0,0
2079,Madball,1,0,0,0,0,0,0,0,0,0
2080,Friendly Fires,1,1,0,1,1,0,0,1,0,0
2081,Everything Everything,0,0,1,1,1,0,0,0,0,0
2082,311,1,0,1,0,0,0,0,0,1,0
2083,GOBBLE GOBBLE,0,1,0,0,1,0,0,0,0,0
2084,Spinnerette,1,0,0,0,0,1,0,0,1,0
2085,Against Me!,1,0,1,0,1,0,0,1,1,0
2086,Pnau,0,0,0,1,0,0,0,1,0,0
2087,Hole,1,0,1,0,0,1,0,0,1,0
2088,Dance of Days,0,0,0,0,0,0,0,0,1,0
2089,Cazuza,1,0,0,0,0,0,0,0,0,0
2090,Lobão,1,0,1,0,0,0,0,0,1,1
2091,Bikini Kill,0,0,0,0,0,1,0,0,0,0
2092,Chico Science & Nação Zumbi,0,0,1,0,0,0,0,0,0,0
2093,Vanguart,1,0,0,0,1,0,0,0,1,0
2094,Hanson,1,1,0,0,1,0,0,0,0,0
2095,Gavin DeGraw,1,1,0,0,0,0,0,0,0,0
2096,Ingram Hill,1,0,0,0,0,0,0,0,0,0
2097,Augustana,1,0,1,0,1,0,0,0,1,0
2098,Third Eye Blind,1,0,1,0,0,0,0,0,1,0
2099,Mat Kearney,0,0,1,0,1,0,0,0,0,0
2100,Brandi Carlile,0,0,0,0,1,1,0,0,0,0
2101,Default,1,0,1,0,0,0,0,0,1,0
2102,Idina Menzel,0,0,0,0,0,1,0,0,0,0
2103,Amy Grant,0,1,0,0,0,1,0,0,0,0
2104,The Corrs,0,1,1,0,0,1,0,1,0,0
2105,The Horrors,1,0,0,0,1,0,0,0,0,0
2106,Soft Cell,0,1,0,1,0,0,1,1,0,0
2107,Shiny Toy Guns,1,0,0,1,1,1,0,1,0,0
2108,Museum,1,0,1,1,1,0,0,0,1,0
2109,Starflyer 59,0,0,1,0,0,0,0,0,0,0
2110,Uriah Heep,1,0,0,0,0,0,0,0,0,1
2111,Joy Electric,0,0,0,1,0,0,0,0,0,0
2112,Funkadelic,1,0,0,0,0,0,0,0,0,1
2113,Steely Dan,0,0,0,0,0,0,1,0,0,1
2114,Sly & The Family Stone,1,0,0,0,0,0,0,0,0,1
2115,Violent Femmes,1,0,1,0,1,0,1,0,1,0
2116,GBH,0,0,0,0,0,0,1,0,0,0
2117,The Mighty Mighty Bosstones,0,0,0,0,0,0,1,0,0,0
2118,Bad Brains,0,0,0,0,0,0,1,0,0,0
2119,Porcelain Black,0,0,0,0,0,1,0,0,0,0
2120,Marilyn Monroe,0,1,0,0,0,1,0,0,0,0
2121,Tila Tequila,0,1,1,1,0,1,0,1,0,0
2122,Blood Red Shoes,0,0,1,0,1,1,0,0,1,0
2123,Neurosis,0,0,0,0,0,0,1,0,0,0
2124,Upcdowncleftcrightcabc+start,0,0,0,0,1,0,0,0,0,0
2125,Maybeshewill,0,0,0,0,0,0,0,0,1,0
2126,Pretty Lights,0,0,0,1,0,0,0,1,0,0
2127,Dolphin,0,0,1,0,0,0,0,0,1,0
2128,Аквариум,0,0,0,0,1,0,0,0,0,0
2129,Morten Harket,0,0,0,0,1,0,0,0,0,0
2130,Lumen,1,0,1,0,0,0,0,0,0,0
2131,Блондинка Ксю,0,1,0,0,0,0,0,0,0,0
2132,Чайф,1,0,0,0,0,0,0,0,0,0
2133,Чичерина,1,0,0,0,0,0,0,0,0,0
2134,Танцы Минус,1,0,0,0,0,0,0,0,0,0
2135,Настя,1,0,0,0,0,1,0,0,0,0
2136,Rob Thomas,1,1,1,0,0,0,0,1,1,0
2137,Late Night Alumni,0,1,0,0,0,0,0,1,0,0
2138,Daughtry,1,0,1,0,0,0,0,0,1,0
2139,Koop,0,0,0,0,0,1,0,1,0,0
2140,Nino Katamadze & Insight,0,0,0,0,0,1,0,0,0,0
2141,Blank & Jones,0,0,0,1,0,0,0,1,0,0
2142,Nek,1,1,0,0,0,0,0,0,0,0
2143,Will Young,0,1,0,0,0,0,0,0,0,0
2144,M People,0,1,0,0,0,1,0,1,0,0
2145,Kaskade,0,0,0,1,0,0,0,1,0,0
2146,Alina Orlova,0,0,0,0,1,0,0,0,0,0
2147,Daniel Powter,0,1,1,0,0,0,0,0,0,0
2148,Chris Daughtry,0,0,0,0,0,0,0,0,1,0
2149,Maria Callas,0,0,0,0,0,1,0,0,0,0
2150,Nitin Sawhney,0,0,0,1,0,0,0,0,0,0
2151,Chris de Burgh,1,1,0,0,0,0,1,0,0,0
2152,Macy Gray,0,1,0,1,0,1,0,0,0,0
2153,Массква,1,1,0,0,0,1,0,0,0,0
2154,Lene Marlin,0,1,0,0,1,1,0,0,0,0
2155,A.R. Rahman,0,0,0,1,0,1,0,0,0,0
2156,Slowdive,0,0,1,1,1,1,0,0,0,0
2157,Julee Cruise,0,1,0,0,0,1,0,0,0,0
2158,Angelo Badalamenti,0,0,0,0,0,1,1,0,0,0
2159,Robert Plant,1,0,0,0,0,0,0,0,0,1
2160,Chris Isaak,1,1,1,0,0,0,1,0,0,1
2161,Mazzy Star,1,0,1,0,1,1,0,0,1,0
2162,Romeo Void,0,0,0,0,0,0,1,0,0,0
2163,Soda Stereo,0,0,0,0,0,0,1,0,1,0
2164,This Mortal Coil,0,0,1,0,0,0,1,0,0,0
2165,Javiera Mena,0,0,0,0,1,1,0,0,0,0
2166,Lucybell,1,0,0,0,0,0,0,0,1,0
2167,The Gathering,0,0,1,0,0,1,0,0,1,0
2168,CocoRosie,1,0,1,1,1,1,0,0,0,0
2169,Jorge Drexler,0,1,0,0,0,0,0,0,0,0
2170,Bad Boys Blue,0,1,0,0,0,0,1,1,0,0
2171,Secret Service,0,1,0,0,1,0,1,1,0,0
2172,Basic Element,0,0,0,1,0,0,0,1,0,0
2173,PMMP,1,1,0,0,1,1,0,0,0,0
2174,Silent Circle,0,0,0,0,0,0,1,1,0,0
2175,Fancy,0,1,1,1,0,0,1,1,0,0
2176,Bryan Ferry,1,1,1,0,0,0,1,1,0,0
2177,Asia,1,0,0,0,0,0,1,0,0,1
2178,Kutless,0,0,1,0,0,0,0,0,1,0
2179,12 Stones,1,0,1,0,0,0,0,0,1,0
