,Artista,rock,pop,alternative,eletronic,indie,female vocalist,80s,dance,alternative rock,classic rock
2523,Lolene,0,1,0,1,0,1,0,1,0,0
2524,KT Tunstall,1,1,1,0,1,1,0,1,0,0
2525,Paula Fernandes,0,0,0,0,0,1,0,0,0,0
2526,Vanessa Carlton,1,1,0,0,0,1,0,0,0,0
2527,Hairspray (Soundtrack to the Motion Picture),0,0,0,0,0,0,0,0,0,0
2528,Wanessa,0,1,0,0,0,1,0,1,0,0
2529,Lu Alone,1,1,0,0,0,0,0,0,0,0
2530,vanessa carllton,0,0,0,0,0,0,0,0,0,0
2531,Boom Crash Opera,0,0,0,0,0,0,0,0,0,0
2532,Culture Club,0,1,1,0,0,0,1,1,0,0
2533,Bay City Rollers,1,1,0,0,0,0,0,0,0,0
2534,Hall & Oates,1,1,0,0,0,0,1,0,0,1
2535,Naturally 7,0,0,0,0,0,0,0,0,0,0
2536,The Power Station,1,1,0,0,0,0,1,0,1,1
2537,The Unknownn,0,0,0,1,0,0,0,0,0,0
2538,Toto,1,1,0,0,0,0,1,0,0,1
2539,Kajagoogoo,0,1,0,0,0,0,1,0,0,0
2540,Boz Scaggs,1,0,0,0,0,0,0,0,0,1
2541,Julian Lennon,0,0,0,0,0,0,0,0,0,0
2542,Arcadia,0,1,0,0,0,0,1,0,0,0
2543,Graham Bonnet,0,0,0,0,0,0,0,0,0,1
2544,Ricki-Lee,0,0,0,0,0,1,0,0,0,0
2545,Extreme,1,0,0,0,0,0,1,0,0,1
2546,Peter Cox,0,0,0,0,0,0,0,0,0,0
2547,Paul Young,0,1,1,0,0,0,1,0,0,0
2548,Billy Connolly,0,0,0,0,0,0,0,0,0,0
2549,Styx,1,0,1,0,0,0,1,0,0,1
2550,The Doobie Brothers,1,0,0,0,0,0,0,0,0,1
2551,Bananarama,0,1,0,0,0,1,1,1,0,0
2552,Minus the Bear,1,0,1,1,1,0,0,0,1,0
2553,The Appleseed Cast,0,0,0,0,0,0,0,0,0,0
2554,The Fall of Troy,1,0,0,0,1,0,0,0,0,0
2555,This Town Needs Guns,0,0,1,0,1,0,0,0,0,0
2556,Protest The Hero,0,0,0,0,0,0,0,0,0,0
2557,Johnny Foreigner,0,0,0,0,0,0,0,0,0,0
2558,Idiot Pilot,0,0,0,1,1,0,0,0,0,0
2559,Between the Buried and Me,0,0,0,0,0,0,0,0,0,0
2560,Biffy Clyro,1,0,1,0,1,0,0,0,1,0
2561,Fields,0,0,0,0,0,0,0,0,0,0
2562,Foals,1,0,1,1,1,0,0,1,0,0
2563,The Most Serene Republic,0,0,0,0,0,0,0,0,0,0
2564,Rogue Wave,0,0,1,0,0,0,0,0,1,0
2565,toe,0,0,0,0,0,0,0,0,0,0
2566,Born of Osiris,0,0,0,0,0,0,0,0,0,0
2567,Late of the Pier,0,0,0,1,1,0,0,1,0,0
2568,The Arusha Accord,0,0,0,0,0,0,0,0,0,0
2569,WinterKids,0,0,0,0,0,0,0,0,0,0
2570,Auto!Automatic!!,0,0,0,0,0,0,0,0,0,0
2571,The Maccabees,1,0,1,0,1,0,0,0,0,0
2572,Hope of the States,0,0,0,0,0,0,0,0,0,0
2573,Battles,0,0,0,0,0,0,0,0,0,0
2574,SikTh,0,0,1,0,0,0,0,0,0,0
2575,Slash,1,0,0,0,0,0,1,0,0,0
2576,Maria Daniela Y Su Sonido Lasser,0,0,0,0,0,1,0,0,0,0
2577,Los Concorde,1,0,0,0,1,0,0,0,0,0
2578,will.i.am,0,1,0,0,0,1,0,1,0,0
2579,carla morrison,0,0,0,1,1,0,0,0,0,0
2580,We Are Scientists,1,0,1,0,1,0,0,0,1,0
2581,Mystery Jets,0,0,0,0,1,0,0,0,0,0
2582,Delphic,0,0,1,1,1,0,0,0,1,0
2583,Sel,0,0,0,0,0,0,0,0,0,0
2584,Gravel,0,0,0,0,0,0,0,0,0,0
2585,Bonobo,0,0,0,1,0,0,0,0,0,0
2586,The Stone Roses,1,1,1,0,1,0,1,0,1,0
2587,The Script,1,1,1,0,1,0,0,0,1,0
2588,City and Colour,0,0,0,0,1,0,0,0,0,0
2589,UB40,0,1,0,0,0,0,1,0,0,0
2590,The Temper Trap,1,0,1,0,1,0,0,0,1,0
2591,The Vaccines,0,0,1,0,0,0,0,0,0,0
2592,Newton Faulkner,0,0,0,0,0,0,0,0,0,0
2593,Mr Hudson & The Library,0,0,0,0,0,0,0,0,0,0
2594,Razorlight,1,0,1,0,1,0,0,0,1,0
2595,Cast,1,0,1,0,1,0,0,0,0,0
2596,Nouvelle Vague,0,0,0,0,1,1,0,0,0,0
2597,Pierce the Veil,0,0,0,0,0,0,0,0,0,0
2598,Before Their Eyes,0,0,0,0,0,0,0,0,0,0
2599,VersaEmerge,1,0,1,0,0,1,0,0,1,0
2600,Beatallica,0,0,0,0,0,0,0,0,0,0
2601,We Came As Romans,0,0,0,0,0,0,0,0,0,0
2602,Pokémon,0,0,0,0,0,0,0,0,0,0
2603,Nightmare,1,0,0,0,0,0,0,0,0,0
2604,Frank Zappa,1,0,1,1,0,0,1,0,1,1
2605,Barenaked Ladies,0,1,1,0,0,0,0,0,0,0
2606,Randy Newman,0,0,0,0,0,0,0,0,0,0
2607,Ben Folds,1,0,1,0,1,0,0,0,1,0
2608,The Weakerthans,0,0,0,0,0,0,0,0,0,0
2609,Elvis Costello,1,1,0,0,1,0,1,0,1,1
2610,Paul Simon,1,1,0,0,0,0,0,0,0,1
2611,Gilbert & Sullivan,0,0,0,0,0,0,0,0,0,0
2612,Rufus Wainwright,1,0,1,0,1,0,0,0,0,0
2613,Elvis Costello & The Attractions,1,0,1,0,0,0,1,0,1,0
2614,Stephen Sondheim,0,0,0,0,0,0,0,0,0,0
2615,Jason Robert Brown,0,0,0,0,0,0,0,0,0,0
2616,Paddy Milner,0,0,0,0,0,0,0,0,0,0
2617,Sublime,1,0,1,0,0,0,1,0,1,0
2618,Ella Fitzgerald,0,0,0,0,0,1,0,0,0,0
2619,Ben Folds Five,1,1,1,0,0,0,0,0,0,0
2620,Neko Case,0,0,1,0,1,1,0,0,0,0
2621,Calexico,0,0,1,0,1,0,0,0,0,0
2622,The Mothers of Invention,1,0,0,0,0,0,0,0,0,0
2623,Thursday,1,0,1,0,0,0,0,0,1,0
2624,Hayko Cepkin,0,0,1,0,0,0,0,0,1,0
2625,Alexander Rybak,0,1,0,0,1,0,0,0,0,0
2626,Manga,1,0,1,0,0,0,0,0,0,0
2627,Bill,0,0,0,0,0,0,0,0,0,0
2628,The Beat,0,0,0,0,0,0,0,0,0,0
2629,Alfonso Moreno-Guitar,0,0,0,0,0,0,0,0,0,0
2630,Bozkurt,0,0,0,0,0,0,0,0,0,0
2631,Bilal Serbest,0,0,0,1,0,0,0,0,1,0
2632,The Classic Crime,1,0,1,0,1,0,0,0,1,0
2633,A Rocket to the Moon,1,1,0,1,1,0,0,0,0,0
2634,Bloodbath,0,0,0,0,0,0,0,0,0,0
2635,Reação em Cadeia,0,0,0,0,0,0,0,0,0,0
2636,Finley,0,0,0,0,0,0,0,0,0,0
2637,Sonohra,1,1,0,0,0,0,0,0,0,0
2638,Studio 3,1,1,0,0,0,0,0,0,0,0
2639,Modà,1,1,0,0,0,0,0,0,1,0
2640,Bidê ou Balde,1,1,1,0,0,0,0,0,0,0
2641,Anberlin,1,0,1,0,1,0,0,0,1,0
2642,Lost,1,1,0,0,0,0,0,0,0,0
2643,Acústicos & Valvulados,0,0,0,0,0,0,0,0,0,0
2644,Lordi,1,0,1,0,0,0,0,0,0,0
2645,The Cab,0,0,1,0,0,0,0,0,0,0
2646,This Providence,0,0,1,0,1,0,0,0,1,0
2647,The Flashbulb,0,1,0,1,0,0,0,0,0,0
2648,Amon Tobin,0,0,0,1,0,0,0,0,0,0
2649,µ-Ziq,0,0,0,1,0,0,0,0,0,0
2650,Chris Clark,0,0,0,0,0,0,0,0,0,0
2651,Kettel,0,0,0,1,0,0,0,0,0,0
2652,Clark,0,0,0,1,0,0,0,0,0,0
2653,Plaid,0,0,0,1,0,0,0,1,0,0
2654,Boxcutter,0,0,0,1,0,0,0,0,0,0
2655,Ellen Allien & Apparat,0,0,0,1,0,0,0,0,0,0
2656,Tycho,0,0,0,1,0,0,0,0,0,0
2657,Bola,0,0,0,1,0,0,0,0,0,0
2658,Bong-Ra,0,0,0,1,0,0,0,0,0,0
2659,Shitmat,0,0,0,1,0,0,0,0,0,0
2660,Acrnym,0,0,0,1,0,0,0,0,0,0
2661,The Future Sound of London,0,0,0,1,0,0,0,1,0,0
2662,Stendeck,0,0,0,1,0,0,0,0,0,0
2663,Doormouse,0,0,0,0,0,0,0,0,0,0
2664,Duran Duran Duran,0,0,0,0,0,0,0,0,0,0
2665,Cardopusher,0,0,0,0,0,0,0,0,0,0
2666,Knifehandchop,0,0,0,0,0,0,0,0,0,0
2667,Hrvatski,0,0,0,0,0,0,0,0,0,0
2668,Wagon Christ,0,0,0,1,0,0,0,0,0,0
2669,Sickboy,0,0,0,0,0,0,0,0,0,0
2670,Abfahrt Hinwil,0,0,0,0,0,0,0,0,0,0
2671,Telefon Tel Aviv,0,0,0,1,1,0,0,0,0,0
2672,Xanopticon,0,0,0,0,0,0,0,0,0,0
2673,Sabrepulse,0,0,0,0,0,0,0,0,0,0
2674,Last Step,0,0,0,0,0,0,0,0,0,0
2675,Frog Pocket,0,0,0,0,0,0,0,0,0,0
2676,Bit Shifter,0,0,0,0,0,0,0,0,0,0
2677,belladonnakillz,0,0,0,1,0,0,0,0,0,0
2678,Public Enemy,0,0,0,0,0,0,1,0,0,0
2679,Кровосток,0,0,0,0,0,0,0,0,0,0
2680,The Speed Freak,0,0,0,0,0,0,0,0,0,0
2681,Swampyboy,0,0,0,0,0,0,0,0,0,0
2682,Bondage Fairies,0,0,0,1,0,0,0,1,0,0
2683,Ed Cox,0,0,0,0,0,0,0,0,0,0
2684,Рубль,0,0,0,0,0,0,0,0,0,0
2685,minusbaby,0,0,0,0,0,0,0,0,0,0
2686,Angerfist,0,0,0,0,0,0,0,0,0,0
2687,Linde,0,0,0,0,0,0,0,0,0,0
2688,The Rapture,1,0,1,1,1,0,0,1,0,0
2689,AleX Tune,0,0,0,0,0,0,0,0,0,0
2690,Kodek,0,0,0,0,0,0,0,0,0,0
2691,Parov Stelar,0,0,0,1,0,0,0,0,0,0
2692,Firebrand Boy,0,0,0,1,0,0,0,0,0,0
2693,Ноггано,0,0,0,0,0,0,0,0,0,0
2694,DJ Spinbad,0,0,0,0,0,0,0,0,0,0
2695,Bonaparte,0,0,0,0,0,0,0,1,0,0
2696,DJ Shadow,0,0,1,1,0,0,0,0,0,0
2697,64revolt,0,0,0,1,0,0,0,0,0,0
2698,Rotator,0,0,0,1,0,0,0,0,0,0
2699,KOSMOPOP2,0,0,0,0,0,0,0,0,0,0
2700,Electric Dragon,0,0,0,0,0,0,0,0,0,0
2701,MICROCOBRA,0,0,0,0,0,0,0,0,0,0
2702,Snork25,0,0,0,0,0,0,0,0,0,0
2703,Set Your Goals,0,0,0,0,0,0,0,0,0,0
2704,Otto von Schirach,0,0,0,0,0,0,0,0,0,0
2705,8[bit]chyfruit,0,0,0,1,0,0,0,0,0,0
2706,14 Year Old Girls,0,0,0,0,0,0,0,0,0,0
2707,Maladroit,0,0,0,0,0,0,0,0,0,0
2708,Gidropony,0,0,0,1,0,0,0,0,0,0
2709,Bullfrog,0,0,0,0,0,0,0,0,0,0
2710,Leviathan,0,0,0,0,0,0,0,0,0,0
2711,Кажэ Обойма,0,0,0,0,0,0,0,0,0,0
2712,Кожаный Олень,0,0,0,0,0,0,0,0,0,0
2713,Uoki-Toki,0,0,0,1,0,0,0,0,0,0
2714,Neuro Dubel,1,0,0,0,0,0,0,0,0,0
2715,Ляпис Трубецкой,1,0,0,0,0,0,0,0,0,0
2716,Бригадный Подряд,0,0,0,0,0,0,0,0,0,0
2717,Boney neM,0,0,0,0,0,0,0,0,0,0
2718,Bloodhound Gang,1,0,1,0,1,0,0,0,1,0
2719,Sacred Steel,0,0,0,0,0,0,0,0,0,0
2720,Dezperadoz,0,0,0,0,0,0,0,0,0,0
2721,N.R.M.,1,0,0,0,0,0,0,0,0,0
2722,Steppenwolf,1,0,0,0,0,0,0,0,0,1
2723,Ногу Свело!,1,0,0,0,0,0,0,1,0,0
2724,Machine Head,0,0,0,0,0,0,0,0,0,0
2725,Robert Miles,0,0,0,1,0,0,0,1,0,0
2726,Korpiklaani,0,0,0,0,0,0,0,0,0,0
2727,Дельфин,0,0,1,1,0,0,0,0,0,0
2728,Катетер,0,0,0,0,0,0,0,0,0,0
2729,Deathspell Omega,0,0,0,0,0,0,0,0,0,0
2730,Hate,0,0,0,0,0,0,0,0,0,0
2731,Watain,0,0,0,0,0,0,0,0,0,0
2732,Dead Congregation,0,0,0,0,0,0,0,0,0,0
2733,Antaeus,0,0,0,0,0,0,0,0,0,0
2734,Funeral Mist,0,0,0,0,0,0,0,0,0,0
2735,1349,0,0,0,0,0,0,0,0,0,0
2736,Xasthur,0,0,0,0,0,0,0,0,0,0
2737,Ihsahn,0,0,0,0,0,0,0,0,0,0
2738,Aosoth,0,0,0,0,0,0,0,0,0,0
2739,Hour of Penance,0,0,0,0,0,0,0,0,0,0
2740,Glorior Belli,0,0,0,0,0,0,0,0,0,0
2741,Akercocke,0,0,0,0,0,0,0,0,0,0
2742,Aeon,0,0,0,0,0,0,0,0,0,0
2743,Decapitated,0,0,0,0,0,0,0,0,0,0
2744,Morbosidad,0,0,0,0,0,0,0,0,0,0
2745,Vader,0,0,0,0,0,0,0,0,0,0
2746,Nightbringer,0,0,0,0,0,0,0,0,0,0
2747,Merrimack,0,0,0,0,0,0,0,0,0,0
2748,Ulcerate,0,0,0,0,0,0,0,0,0,0
2749,Anata,0,0,0,0,0,0,0,0,0,0
2750,Teratism,0,0,0,0,0,0,0,0,0,0
2751,Russian Circles,0,0,0,0,0,0,0,0,0,0
2752,Blut aus Nord,0,0,0,0,0,0,0,0,0,0
2753,Le Scrawl,0,0,0,0,0,0,0,0,0,0
2754,Dark Funeral,0,0,0,0,0,0,0,0,0,0
2755,dredg,1,0,1,0,1,0,0,0,1,0
2756,Unholy Matrimony,0,0,0,0,0,0,0,0,0,0
2757,Malfeitor,0,0,0,0,0,0,0,0,0,0
2758,Cryptopsy,0,0,0,0,0,0,0,0,0,0
2759,Arkhon Infaustus,0,0,0,0,0,0,0,0,0,0
2760,Lita Ford,1,0,0,0,0,1,1,1,0,0
2761,Vains of Jenna,0,0,0,0,0,0,0,0,0,0
2762,Vixen,1,0,0,0,0,0,1,0,0,0
2763,Lenny Kravitz,1,1,1,0,0,0,0,0,1,1
2764,Hanoi Rocks,1,0,0,0,0,0,1,0,0,0
2765,Sixx:A.M.,1,0,1,0,0,0,0,0,1,0
2766,Janis Joplin,1,0,0,0,0,1,0,0,0,1
2767,Whitesnake,1,0,0,0,0,0,1,0,0,1
2768,Joan Jett and the Blackhearts,1,0,0,0,1,1,1,1,0,1
2769,Velvet Revolver,1,0,1,0,1,0,0,0,1,0
2770,CRASHDÏET,0,0,0,0,0,0,0,0,0,0
2771,Slash's Snakepit,1,0,0,0,0,0,0,0,0,1
2772,Cheap Trick,1,0,0,0,0,0,1,0,0,1
2773,THE PARANOID,0,0,0,0,0,0,0,0,0,0
2774,Alter Bridge,1,0,1,0,0,0,0,0,1,0
2775,Izzy Stradlin,1,0,0,0,0,0,0,0,0,1
2776,Sweet,1,0,0,0,0,0,0,1,0,1
2777,Mr. Big,1,1,0,0,0,0,1,0,0,1
2778,F.T Island,0,0,0,0,0,0,0,0,0,0
2779,f(x),0,1,0,1,0,1,0,1,0,0
2780,이효리,0,0,0,0,0,0,0,0,0,0
2781,High School Musical,0,1,0,0,0,0,0,1,0,0
2782,현아,0,1,0,0,0,1,0,1,0,0
2783,MBLAQ,0,1,0,1,0,0,0,1,0,0
2784,손담비,0,0,0,0,0,0,0,0,0,0
2785,Shy'm,0,0,0,0,0,0,0,0,0,0
2786,ZE:A,0,0,0,0,0,0,0,0,0,0
2787,이정현,0,0,0,0,0,0,0,0,0,0
2788,黒木メイサ,0,0,0,0,0,0,0,0,0,0
2789,Claude Kelly,0,1,0,0,0,0,0,0,0,0
2790,Distance,0,0,0,0,0,0,0,0,0,0
2791,Xploding Plastix,0,0,0,1,0,0,0,0,0,0
2792,Callisto,0,0,0,0,0,0,0,0,0,0
2793,Dub FX,0,0,0,0,0,0,0,0,0,0
2794,Little Barrie,0,0,0,0,1,0,0,0,0,0
2795,Maxïmo Park,1,0,1,0,1,0,0,0,1,0
2796,Superturbo,0,0,0,0,0,0,0,0,0,0
2797,Cult of Luna,0,0,0,0,0,0,0,0,0,0
2798,The Bloody Beetroots,0,0,0,1,0,0,0,1,0,0
2799,Plastician,0,0,0,1,0,0,0,0,0,0
2800,Sakura,0,0,0,0,1,0,0,0,1,0
2801,The Dead Weather,1,0,1,0,0,1,0,0,1,0
2802,Fuzzy Pets,0,0,0,0,0,0,0,0,0,0
2803,Eagles of Death Metal,1,0,0,0,0,0,0,0,1,0
2804,Paul Kalkbrenner,0,0,0,1,0,0,0,0,0,0
2805,Portland Cello Project,0,0,0,0,0,0,0,0,0,0
2806,The White Trainers Community,0,0,0,0,1,0,0,0,0,0
2807,8th,0,0,0,0,0,0,0,0,0,0
2808,Red Sparowes,0,0,0,0,0,0,0,0,0,0
2809,Flobots,0,0,1,0,1,0,0,0,0,0
2810,Kap Bambino,0,0,0,1,1,0,0,0,0,0
2811,The Dust Brothers,0,0,0,1,0,0,1,1,0,0
2812,Черная Экономика,0,0,0,0,0,0,0,0,0,0
2813,Blind Sinners,0,0,0,0,0,0,0,0,0,0
2814,Lynyrd Skynyrd,1,0,0,0,0,0,0,0,0,1
2815,Serj Tankian,1,0,1,0,0,0,0,0,1,0
2816,Scars on Broadway,1,0,1,0,0,0,0,0,1,0
2817,The Reign Of Kindo,0,0,0,0,0,0,0,0,0,0
2818,Manowar,0,0,0,0,0,0,1,0,0,0
2819,Automatic Loveletter,1,0,1,0,1,1,0,0,0,0
2820,Dashboard Confessional,1,0,1,0,1,0,0,0,1,0
2821,Gym Class Heroes,0,1,1,0,1,0,0,0,0,0
2822,Stevie Ray Vaughan,1,0,0,0,0,0,1,0,0,1
2823,Trapt,1,0,1,0,0,0,0,0,1,0
2824,Tuatha De Danann,0,0,0,0,0,0,0,0,0,0
2825,Closure In Moscow,1,0,1,0,0,0,0,0,0,0
2826,Nonpoint,0,0,0,0,0,0,1,0,0,0
2827,Emarosa,0,0,0,0,0,0,0,0,0,0
2828,Ultraje a Rigor,1,0,1,0,0,0,1,0,1,0
2829,The Scorpions,1,0,0,0,0,0,1,0,0,1
2830,Underoath,1,0,1,0,0,0,0,0,0,0
2831,Powerman 5000,1,0,1,0,0,0,0,0,0,0
2832,Jim Sturgess,1,1,0,0,0,0,0,0,0,0
2833,Thin Lizzy,1,0,0,0,0,0,1,0,0,1
2834,Free,1,0,0,0,0,0,0,0,0,1
2835,Cream,1,0,0,0,0,0,0,0,0,1
2836,Night Ranger,1,0,0,0,0,0,1,0,0,1
2837,Donovan,1,0,0,0,0,0,0,0,0,1
2838,Jace Everett,1,0,0,0,0,0,0,0,0,0
2839,Warrant,1,0,0,0,0,0,1,0,0,1
2840,Jim Sturgess & Joe Anderson,0,0,0,0,0,0,0,0,0,0
2841,Rod Stewart,1,1,0,0,0,0,1,0,0,1
2842,Dudley Taft,0,0,0,0,0,0,0,0,0,0
2843,Kirk Fletcher,0,0,0,0,0,0,0,0,0,0
2844,Stevie Ray Vaughan and Double Trouble,1,0,0,0,0,0,1,0,0,1
2845,Anders Osborne,0,0,0,0,0,0,0,0,0,0
2846,Curtis Salgado,0,0,0,0,0,0,0,0,0,0
2847,Lance Lopez,0,0,0,0,0,0,0,0,0,0
2848,Andy Egert Blues Band,0,0,0,0,0,0,0,0,0,0
2849,Canned Heat,1,0,0,0,0,0,0,0,0,1
2850,Jeff Beck with Terry Bozzio and Tony Hymas,0,0,0,0,0,0,0,0,0,0
2851,Rory Gallagher,1,0,0,0,0,0,0,0,0,1
2852,Tab Benoit,0,0,0,0,0,0,0,0,0,0
2853,Joe Bonamassa,1,0,0,0,0,0,0,0,0,0
2854,Eric Jerardi,0,0,0,0,0,0,0,0,0,0
2855,Rusty Zinn,0,0,0,0,0,0,0,0,0,0
2856,Ann Rabson,0,0,0,0,0,0,0,0,0,0
2857,Wes Jeans,0,0,0,0,0,0,0,0,0,0
2858,Finis Tasby,0,0,0,0,0,0,0,0,0,0
2859,Ace Moreland,0,0,0,0,0,0,0,0,0,0
2860,The Beat Daddys,0,0,0,0,0,0,0,0,0,0
2861,Texas Red,0,0,0,0,0,0,0,0,0,0
2862,Devon Allman's Honeytribe,0,0,0,0,0,0,0,0,0,0
2863,John Mayall & The Bluesbreakers Featuring Buddy Guy,0,0,0,0,0,0,0,0,0,0
2864,MORBLUS - Funky Blues Band,0,0,0,0,0,0,0,0,0,0
2865,John Lyons Band,0,0,0,0,0,0,0,0,0,0
2866,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,0,0,0,0,0,0,0,0,0,0
2867,Dennis Gruenling,0,0,0,0,0,0,0,0,0,0
2868,"Elvin Bishop, George Thorogood",0,0,0,0,0,0,0,0,0,0
2869,Chris Dair,0,0,0,0,0,0,0,0,0,0
2870,Rod Piazza & The Blues Instigators,0,0,0,0,0,0,0,0,0,0
2871,Bobby Greenshoes Parker,0,0,0,0,0,0,0,0,0,0
2872,GT & The Bandits,0,0,0,0,0,0,0,0,0,0
2873,Van Morrison,1,0,0,0,0,0,0,0,0,1
2874,Buddy Guy,1,0,0,0,0,0,0,0,0,1
2875,Peter Green,0,0,0,0,0,0,0,0,0,0
2876,Albert Collins,0,0,0,0,0,0,0,0,0,0
2877,Tutu Jones,0,0,0,0,0,0,0,0,0,0
2878,Humble Pie,1,0,0,0,0,0,0,0,0,1
2879,The Animals,1,0,0,0,0,0,0,0,0,1
2880,Shakin' Stevens,0,0,0,0,0,0,0,0,0,0
2881,ZZ Top,1,0,0,0,0,0,1,0,0,1
2882,Buddy Holly,0,0,0,0,0,0,0,0,0,1
2883,Chino XL,0,0,0,0,0,0,0,0,0,0
2884,Stack Bundles,0,0,0,0,0,0,0,0,0,0
2885,P. Diddy,0,0,0,0,0,0,0,0,0,0
2886,"Royce da 5'9""",0,0,0,0,0,0,0,0,0,0
2887,Redman,0,0,0,0,0,0,0,0,0,0
2888,Large Professor,0,0,0,0,0,0,0,0,0,0
2889,Canibus,0,0,0,0,0,0,0,0,0,0
2890,Cam'ron,0,0,0,0,0,0,0,0,0,0
2891,EPMD,0,0,0,0,0,0,0,0,0,0
2892,Aries Spears,0,0,0,0,0,0,0,0,0,0
2893,Joe Budden,0,0,0,0,0,0,0,0,0,0
2894,Ras Kass,0,0,0,0,0,0,0,0,0,0
2895,Kool G Rap,0,0,0,0,0,0,0,0,0,0
2896,Lloyd Banks,0,0,0,0,0,0,0,0,0,0
2897,The Diplomats,0,0,0,0,0,0,0,0,0,0
2898,KMD,0,0,0,0,0,0,0,0,0,0
2899,Busta Rhymes,0,0,0,0,0,0,0,0,0,0
2900,Juelz Santana & Lil Wayne,0,0,0,0,0,0,0,0,0,0
2901,Ghostface Killah,0,0,0,0,0,0,0,0,0,0
2902,LL Cool J,0,0,0,0,0,0,1,0,0,0
2903,Lupe Fiasco,0,0,0,0,0,0,0,0,0,0
2904,G-Unit,0,0,0,0,0,0,0,0,0,0
2905,O.C.,0,0,0,0,0,0,0,0,0,0
2906,Main Source,0,0,0,0,0,0,0,0,0,0
2907,Jadakiss,0,0,0,0,0,0,0,0,0,0
2908,Uncle Murda,0,0,0,0,0,0,0,0,0,0
2909,Eric B. & Rakim,0,0,0,0,0,0,1,0,0,0
2910,Big Punisher,0,0,0,0,0,0,0,0,0,0
2911,Talib Kweli,0,0,0,0,0,0,0,0,0,0
2912,Skee-Lo,0,0,0,0,0,0,0,0,0,0
2913,Five Star,0,1,0,0,0,0,1,1,1,0
2914,Milk Inc.,0,0,0,1,0,1,0,1,0,0
2915,Iris,1,0,1,1,0,0,0,0,0,0
2916,A Flock of Seagulls,0,1,1,1,0,0,1,1,0,0
2917,Naked Eyes,0,1,0,0,0,0,1,0,0,0
2918,Echo & The Bunnymen,1,1,1,0,1,0,1,0,0,0
2919,JLS,1,1,0,1,0,0,0,1,0,0
2920,Dead by April,1,0,1,0,0,0,0,0,1,0
2921,Hinder,1,0,1,0,0,0,0,0,1,0
2922,Kiana,0,0,0,0,0,0,0,0,0,0
2923,Twisted Method,0,0,0,0,0,0,0,0,0,0
2924,Machinae Supremacy,0,0,0,1,0,0,0,0,0,0
2925,Dommin,0,0,0,0,0,0,0,0,1,0
2926,Tread,0,0,0,0,0,0,0,0,0,0
2927,Destrophy,0,0,0,0,0,0,0,0,0,0
2928,Engel,0,0,0,0,0,0,0,0,0,0
2929,Saidian,0,0,0,0,0,0,0,0,0,0
2930,Blowsight,0,0,0,0,0,0,0,0,1,0
2931,All Ends,0,0,0,0,0,0,0,0,0,0
2932,Azam Ali,0,0,0,0,0,0,0,0,0,0
2933,myGRAIN,0,0,0,0,0,0,0,0,0,0
2934,Ambeon,0,0,0,0,0,1,0,0,0,0
2935,Bury Your Dead,0,0,0,0,0,0,0,0,0,0
2936,Adema,1,0,1,0,0,0,0,0,1,0
2937,Queen of the damned ost,0,0,0,0,0,0,0,0,0,0
2938,The Cyan Velvet Project,0,0,0,0,0,0,0,0,0,0
2939,Eyes Set to Kill,0,0,0,0,0,1,0,0,0,0
2940,Renegade Five,0,0,0,0,0,0,0,0,0,0
2941,Pain,0,0,0,0,0,0,0,0,0,0
2942,Devin Townsend Project,0,0,1,0,0,0,0,0,0,0
2943,Norther,0,0,0,0,0,0,0,0,0,0
2944,Strapping Young Lad,0,0,0,0,0,0,0,0,0,0
2945,The Devin Townsend Band,0,0,0,0,0,0,0,0,0,0
2946,Insomnium,0,0,0,0,0,0,0,0,0,0
2947,Murderdolls,1,0,1,0,0,0,0,0,0,0
2948,Elias Viljanen,0,0,0,0,0,0,0,0,0,0
2949,Wintersun,0,0,0,0,0,0,0,0,0,0
2950,Hypocrisy,0,0,0,0,0,0,0,0,0,0
2951,Animals as Leaders,0,0,0,1,0,0,0,0,0,0
2952,Star One,0,0,0,0,0,0,0,0,0,0
2953,Dokken,1,0,0,0,0,0,1,0,0,1
2954,Skyfire,0,0,0,0,0,0,0,0,0,0
2955,Firewind,0,0,0,0,0,0,0,0,0,0
2956,Chamillionaire,0,0,0,0,0,0,0,0,0,0
2957,Kris Allen,1,1,1,0,1,0,0,0,1,0
2958,Dead by Sunrise,1,0,1,0,0,0,0,0,1,0
2959,Jessica Andrews,0,0,0,0,0,1,0,0,0,0
2960,Cassie Steele,0,0,0,0,0,0,0,0,0,0
2961,Christina Perri,1,1,1,0,0,1,0,0,0,0
2962,The Band Perry,0,0,0,0,0,0,0,0,0,0
2963,Detonautas Roque Clube,1,0,1,0,0,0,0,0,1,0
2964,Claudia Leitte,0,1,0,0,0,1,0,1,0,0
2965,Hannah Montana ft. Jonas Brothers,0,0,0,0,0,0,0,0,0,0
2966,Rosa De Saron,1,0,1,0,0,0,0,0,0,0
2967,HEVO84,1,1,1,0,0,0,0,0,0,0
2968,Maria Gadú,0,0,0,0,0,1,0,0,0,0
2969,Rihanna (feat. Drake),0,0,0,0,0,0,0,0,0,0
2970,Shontelle,0,1,0,0,0,1,0,1,0,0
2971,Fats Waller,0,0,0,0,0,0,0,0,0,0
2972,Bix Beiderbecke,0,0,0,0,0,0,0,0,0,0
2973,Lionel Hampton,0,0,0,0,0,0,0,0,0,0
2974,Sidney Bechet,0,0,0,0,0,0,0,0,0,0
